screening_id,pmid,title,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes
PUBMED_1024,41487289,Descemet's membrane endothelial keratoplasty with scraping without descemetorhexis (DMEK-SWD) in a failed penetrating keratoplasty.,2026,American journal of ophthalmology case reports,10.1016/j.ajoc.2025.102499,C4_endothelium,1,,,,,
PUBMED_1025,41488431,"Antibiotic nanozyme hydrogel depot for single-injection MDR bacterial keratitis therapy via localized antibacterial, pro-healing and corneal reinforcement.",2026,Materials today. Bio,10.1016/j.mtbio.2025.102602,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_1026,41490374,Efficacy of Bakuchiol in a Rat Model of Chemical Eye Injury.,2026,Current eye research,10.1080/02713683.2025.2602167,A3_epithelium_limbus,1,,,,,
PUBMED_1027,41497727,Safety Profile of Intraoperative Corneal Debridement in Descemet Membrane Endothelial Keratoplasty (DMEK)-A Retrospective Comparative Study.,2025,Journal of ophthalmology,10.1155/joph/6694690,C4_endothelium,1,,,,,
PUBMED_1028,41501526,DMEK grafts prepared from corneas stored in TISSUE-C and CARRY-C (deswelling medium) show similar viable endothelial cell density.,2026,Scientific reports,10.1038/s41598-026-35103-6,C4_endothelium,1,,,,,
PUBMED_1029,41503585,Impact of Smoking on the Efficacy of Human Autologous Oral Mucosal Epithelial Cell Sheet Transplantation for Treating Limbal Stem Cell Deficiency.,2026,Stem cells international,10.1155/sci/3769266,A3_epithelium_limbus,1,,,,,
PUBMED_1030,41503892,Step-Ladder Bioprinting to Align Collagen Fibers for Anisotropic Tissue Fabrication.,2026,"Small (Weinheim an der Bergstrasse, Germany)",10.1002/smll.202510498,D3_full_thickness_multilayer,1,,,,,
PUBMED_1031,41506503,Bioactive thermoresponsive fibronectin-Pluronic F127 hydrogel for sustained ocular delivery with corneal regeneration and anti-inflammatory effects.,2026,International journal of biological macromolecules,10.1016/j.ijbiomac.2025.150032,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_1032,41525090,Sutureless Intrascleral One-piece Intraocular Lens Fixation for Ectopia Lentis in Marfan Syndrome.,2026,"Journal of refractive surgery (Thorofare, N.J. : 1995)",10.3928/1081597X-20251113-02,C4_endothelium,1,,,,,
PUBMED_1033,41533877,Xenogenic Corneal Lenticules (XENIA) - Biomechanical Characterization and Enzymatic Resistance Analysis.,2025,Translational vision science & technology,10.1167/tvst.14.12.34,B3_stroma,1,,,,,
PUBMED_1034,41533920,Characterization of the Functional Transient Receptor Potential Vanilloid Channels 1 to 4 in Human Corneal Endothelial Cells.,2026,Investigative ophthalmology & visual science,10.1167/iovs.67.1.20,C4_endothelium,1,,,,,
PUBMED_1035,41535560,Evaluation of dECM hydrogel-NAP on 3D organotypic human corneal epithelium in diabetic keratopathy model.,2026,Scientific reports,10.1038/s41598-026-36316-5,A3_epithelium_limbus,1,,,,,
PUBMED_1036,41538991,Bioactive peptides-incorporated photo-crosslinking hydrogel for suture-free repair of corneal injuries.,2026,Journal of colloid and interface science,10.1016/j.jcis.2026.139869,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_1037,41540031,Activated Hedgehog signaling in keratocytes leads to stromal stiffness and impairs corneal regeneration.,2026,NPJ Regenerative medicine,10.1038/s41536-026-00453-2,B3_stroma,1,,,,,
PUBMED_1038,41548128,In Vivo Evaluation of Injected and Bioprinted Hyaluronic Acid-Based Bioink in Corneal Stromal Pocket.,2026,Macromolecular bioscience,10.1002/mabi.202500555,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_1039,41554492,A natural corneal extracellular matrix-inspired dual-crosslinked hydrogel bioadhesive for emergency corneal trauma repair.,2026,Acta biomaterialia,10.1016/j.actbio.2026.01.034,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_1040,41561352,Photobonding of silk fibroin-based hydrogels to rabbit corneas.,2025,Frontiers in bioengineering and biotechnology,10.3389/fbioe.2025.1739461,A3_epithelium_limbus,1,,,,,
PUBMED_1041,41566752,Trends and Characteristics of Corneal Transplantation in South Korea (2021-2023): A Three-Year Analysis of Domestic Survey and Eversight Eye Bank Data.,2026,Ophthalmic epidemiology,10.1080/09286586.2025.2610496,C4_endothelium,1,,,,,
PUBMED_1042,41575438,Longitudinal In Vitro Assessment of the Optical Transparency of Preserved Pre-Descemet Layer in the Absence of Corneal Endothelium.,2026,Investigative ophthalmology & visual science,10.1167/iovs.67.1.54,B3_stroma,1,,,,,
PUBMED_1043,41592350,Corneal Stromal Thinning and Posterior Irregularity After DMEK: Clinical Observations and Biophysical Hypotheses.,2026,Cornea,10.1097/ICO.0000000000004084,C4_endothelium,1,,,,,
PUBMED_1044,41595971,"A Randomized, Double-Blind, Contralateral Eye Study Comparing the Clinical Outcomes of Two Types of Silicone Hydrogel Bandage Contact Lenses After Transepithelial Photorefractive Keratectomy.",2025,"Bioengineering (Basel, Switzerland)",10.3390/bioengineering13010039,A3_epithelium_limbus,1,,,,,
PUBMED_1045,41636598,Endothelium-In Pull-Through Descemet Membrane Endothelial Keratoplasty for Bullous Keratopathy in Vitrectomized Eyes.,2026,Cornea,10.1097/ICO.0000000000004106,C4_endothelium,1,,,,,
PUBMED_1046,41642028,Taurochenodeoxycholic Acid Activates Calcium Signaling to Protect Against Fuchs' Endothelial Corneal Dystrophy.,2026,Investigative ophthalmology & visual science,10.1167/iovs.67.2.16,C4_endothelium,1,,,,,
PUBMED_1047,41665328,Non-diffractive EDOF IOL Implantation After Combined DMEK and Cataract Surgery.,2026,"Journal of refractive surgery (Thorofare, N.J. : 1995)",10.3928/1081597X-20251125-07,C4_endothelium,1,,,,,
PUBMED_1048,41669778,Emerging in vitro models of corneal stromal fibrosis: Toward human-relevant platforms for anti-scarring therapeutics.,2026,Indian journal of ophthalmology,10.4103/IJO.IJO_2537_25,B3_stroma,1,,,,,
PUBMED_1049,41678599,Composite Decellularized Corneal Hydrogel for Effective Corneal Injury Repair and Regeneration.,2026,ACS applied bio materials,10.1021/acsabm.5c02226,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_1050,41703084,The effect of macromolecular crowders as a supplement to serum free media on human corneal stromal cells proliferation and marker expression.,2026,Scientific reports,10.1038/s41598-026-39340-7,B3_stroma,1,,,,,
PUBMED_1051,41729365,Feasibility Study of Decellularized Corneal Lenticule in a Porcine Model for Macular Hole Closure.,2026,Ophthalmology and therapy,10.1007/s40123-026-01333-0,D3_full_thickness_multilayer,1,,,,,
PUBMED_1052,41739880,Scanning Electron Microscopy of Artificial Corneal Endothelial Keratoplasty implant.,2026,Journal of cataract and refractive surgery,10.1097/j.jcrs.0000000000001921,B3_stroma,1,,,,,
PUBMED_1053,41742708,A New Bioprinted Dual-Layered Corneal Structure Using Collagen-Based Bioinks.,2026,Tissue engineering. Part A,10.1177/19373341261424272,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_1054,41769943,Thermosensitive Chitosan-Hyaluronic Acid Hydrogel for Sustained Betamethasone and Levofloxacin Delivery in Corneal Wound Healing.,2026,Translational vision science & technology,10.1167/tvst.15.3.2,A3_epithelium_limbus,1,,,,,
PUBMED_1055,41770808,Comparative outcomes of DSAEK and DMEK in eyes with prior Ahmed glaucoma valve implantation.,2026,PloS one,10.1371/journal.pone.0344183,C4_endothelium,1,,,,,
PUBMED_1056,41773282,"Macular and Functional Outcomes After Secondary IOL Implantation Using the Yamane Technique in Aphakia, IOL Subluxation, and IOL Dislocation.",2026,"Clinical ophthalmology (Auckland, N.Z.)",10.2147/OPTH.S587908,C4_endothelium,1,,,,,
PUBMED_1057,41794129,Near complete corneal regeneration after lamellar keratoplasty in rabbits enabled by an in situ photo-crosslinkable dendrimer-hyaluronic acid hydrogel.,2026,The ocular surface,10.1016/j.jtos.2026.03.001,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_1058,41808764,Photocrosslinked dual-network hydrogel for sutureless corneal stromal lenticule lmplantation.,2026,Frontiers in bioengineering and biotechnology,10.3389/fbioe.2026.1764867,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,,,,,
PUBMED_1059,41843722,Donor Tissue Impact on Descemet Membrane Endothelial Keratoplasty Graft Preparation and Clinical Outcome.,2026,Ophthalmic research,10.1159/000551253,C4_endothelium,1,,,,,
PUBMED_1060,41848618,Wearable Contact Lens for Electroretinography Signal Detection via Liquid Metal Composite Electrodes Coated with Silver Nanowire/Sodium Alginate.,2026,ACS sensors,10.1021/acssensors.5c04968,D3_full_thickness_multilayer,1,,,,,
PUBMED_1061,41860313,Storage of Corneas With Predissected Descemet Membrane in an Active Storage Machine.,2026,Translational vision science & technology,10.1167/tvst.15.3.19,C4_endothelium,1,,,,,
PUBMED_1062,41865000,HC-HA/PTX3 from amniotic membrane reprograms human corneal fibroblasts to neural crest progenitors by switching from canonical to noncanonical TGFβ signaling.,2026,Stem cell research & therapy,10.1186/s13287-026-04983-w,C4_endothelium,1,,,,,
PUBMED_1063,41878560,RNA modifications: molecular orchestrators of wound healing.,2026,Burns & trauma,10.1093/burnst/tkag010,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_1064,41886813,Wet-stable PLGA-PCL electrospun membranes as synthetic scaffolds for corneal applications.,2026,"Biomedical materials (Bristol, England)",10.1088/1748-605X/ae57f1,A3_epithelium_limbus,1,,,,,
PUBMED_1065,41896991,Sex differences in congenital hereditary endothelial dystrophy (CHED) and Slc4a11(-/-) mouse model of CHED.,2026,Biology of sex differences,10.1186/s13293-026-00879-9,C4_endothelium,1,,,,,
PUBMED_1066,41897623,Transmission Electron Microscopy Corneal Ultrastructure Study in Hematocornea of Corneal Transplant Graft.,2026,"Diagnostics (Basel, Switzerland)",10.3390/diagnostics16060890,B3_stroma,1,,,,,
PUBMED_1067,41915682,Comparing Resident Versus Attending Surgical Outcomes of Descemet Membrane Endothelial Keratoplasty at an Academic Institution.,2026,Cornea,10.1097/ICO.0000000000004138,C4_endothelium,1,,,,,
PUBMED_1068,41947731,Functional 3D bioprinting with GelMA/CMCh bioinks: a supportive microenvironment for stromal keratocyte maintenance and potential corneal stromal repair.,2026,Journal of materials chemistry. B,10.1039/d5tb02459e,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_1069,41962437,A magnolol/BMSC-integrated collagen hydrogel with dual anti-inflammatory and regenerative functions for corneal repair.,2026,Biomaterials advances,10.1016/j.bioadv.2026.214865,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,,,,,
PUBMED_1070,42011332,Intrastromal misplacement of a foldable IOL during phacoemulsification: Intraoperative OCT identification of type-1 dua's layer separation.,2026,American journal of ophthalmology case reports,10.1016/j.ajoc.2026.102578,C4_endothelium,1,,,,,
PUBMED_1071,42032346,Surface modified electrospun scaffold supports iPSC-derived limbal stem cell function.,2026,npj biomedical innovations,10.1038/s44385-026-00066-w,A3_epithelium_limbus,1,,,,,
PUBMED_1072,42035972,Limbal organoids and bioengineering sheets based on niche microphysiological systems and bioprinting for corneal injury repair in rabbits.,2026,Acta biomaterialia,10.1016/j.actbio.2026.04.042,A3_epithelium_limbus;D3_full_thickness_multilayer,2,,,,,
PUBMED_1073,42048090,[Clinical and morphological correlations of corneal repair in rabbits after modeling of stromal defect and tectonic keratoplasty using human lenticules].,2026,Vestnik oftalmologii,10.17116/oftalma20261420215,B3_stroma,1,,,,,
PUBMED_1074,42059163,Real Architecture for 3D Tissue (RAFT): Mechanical Properties and Ability to Support the 3D Culture of Porcine Corneal Endothelial Cells.,2026,Journal of biomedical materials research. Part A,10.1002/jbm.a.70086,B3_stroma;C4_endothelium,2,,,,,
PUBMED_1075,42061480,Sesamol reprograms mitochondrial dysfunction and metabolic signaling to rescue endothelial degeneration in Fuchs' endothelial corneal dystrophy.,2026,Free radical biology & medicine,10.1016/j.freeradbiomed.2026.04.139,C4_endothelium,1,,,,,
PUBMED_1076,42070230,A Viscous DES-AAV-Foxo1 Delivery System With High Transfection Efficiency for the Treatment of Corneal Endothelial Dysfunction by Restoring Mitochondria-ER Contacts.,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.75464,C4_endothelium,1,,,,,
PUBMED_1077,42080723,A study of the utilization profile of donor corneas with a death-to-retrieval time of more than twelve hours.,2026,Indian journal of ophthalmology,10.4103/IJO.IJO_835_25,C4_endothelium,1,,,,,
PUBMED_1078,42080792,PEDF Prevents Corneal Endothelial Dysfunction of Fuchs Endothelial Corneal Dystrophy.,2026,Investigative ophthalmology & visual science,10.1167/iovs.67.5.2,C4_endothelium,1,,,,,
PUBMED_1079,42090391,Stability of corneal endothelial monolayers in the presence of magnetic particles in a rotating magnetic field.,2026,PloS one,10.1371/journal.pone.0348603,C4_endothelium,1,,,,,
PUBMED_1080,42093835,A dual-pronged strategy for bacterial keratitis: ROS-responsive hydrogel eye drops enabling potent deep-tissue antibacterial action and NETs modulation.,2026,Bioactive materials,10.1016/j.bioactmat.2026.04.036,B3_stroma,1,,,,,
PUBMED_1081,42098218,A dual-drug chitosan-hyaluronic acid bandage contact lens accelerates corneal re-epithelialization in a rabbit mechanical debridement model.,2026,Scientific reports,10.1038/s41598-026-51386-1,B3_stroma,1,,,,,
PUBMED_1082,42141973,Early postoperative corneal thickness and 12-month endothelial cell outcomes after descemet membrane endothelial keratoplasty: A multicentre analysis.,2026,Acta ophthalmologica,10.1111/aos.70166,C4_endothelium,1,,,,,
