screening_id,pmid,title,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes
PUBMED_0617,36611829,MiR-302a Regenerates Human Corneal Endothelial Cells against IFN-γ-Induced Cell Death.,2022,Cells,10.3390/cells12010036,C4_endothelium,1,,,,,
PUBMED_0618,36619161,Descemet stripping only for Descemet's membrane detachment and sectoral corneal edema.,2023,American journal of ophthalmology case reports,10.1016/j.ajoc.2022.101784,C4_endothelium,1,,,,,
PUBMED_0619,36634100,Electromechanical Cornea Reshaping for Refractive Vision Therapy.,2023,ACS biomaterials science & engineering,10.1021/acsbiomaterials.2c01177,B3_stroma,1,,,,,
PUBMED_0620,36638943,An electrospun scaffold functionalized with a ROS-scavenging hydrogel stimulates ocular wound healing.,2023,Acta biomaterialia,10.1016/j.actbio.2023.01.016,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0621,36668685,Regulation of the Keratocyte Phenotype and Cell Behavior Derived from Human Induced Pluripotent Stem Cells by Substrate Stiffness.,2023,ACS biomaterials science & engineering,10.1021/acsbiomaterials.2c01003,B3_stroma,1,,,,,
PUBMED_0622,36671634,Cell-Laden Marine Gelatin Methacryloyl Hydrogels Enriched with Ascorbic Acid for Corneal Stroma Regeneration.,2023,"Bioengineering (Basel, Switzerland)",10.3390/bioengineering10010062,B3_stroma,1,,,,,
PUBMED_0623,36708851,Highly stable fibronectin-mimetic-peptide-based supramolecular hydrogel to accelerate corneal wound healing.,2023,Acta biomaterialia,10.1016/j.actbio.2023.01.047,A3_epithelium_limbus,1,,,,,
PUBMED_0624,36728991,Descemet Stripping Only Technique for Corneal Endothelial Damage in Mice.,2023,Cornea,10.1097/ICO.0000000000003223,C4_endothelium,1,,,,,
PUBMED_0625,36729033,Clinical Outcomes of Transscleral-Sutured Intraocular Lens Combined With Descemet Membrane Endothelial Keratoplasty.,2023,Cornea,10.1097/ICO.0000000000003215,C4_endothelium,1,,,,,
PUBMED_0626,36729619,Intracorneal Implantation of 3D Bioprinted Scaffolds Containing Mesenchymal Stromal Cells Using Femtosecond-Laser-Assisted Intrastromal Keratoplasty.,2023,Macromolecular bioscience,10.1002/mabi.202200422,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_0627,36730305,Biomechanics of keratoconus: Two numerical studies.,2023,PloS one,10.1371/journal.pone.0278455,B3_stroma,1,,,,,
PUBMED_0628,36730371,Video Grading of Descemet Membrane Endothelial Keratoplasty Surgery to Identify Surgeon Risk Factors for Graft Detachment and Rebubbling: A Post Hoc Observational Analysis of the Advanced Visualization In Corneal Surgery Evaluation Trial.,2023,Cornea,10.1097/ICO.0000000000003181,C4_endothelium,1,,,,,
PUBMED_0629,36731083,Long-Term Outcomes of Descemet Membrane Endothelial Keratoplasty: Effect of Surgical Indication and Disease Severity.,2023,Cornea,10.1097/ICO.0000000000003130,C4_endothelium,1,,,,,
PUBMED_0630,36736434,Clinical Trial of Autologous Cultivated Limbal Epithelial Cell Sheet Transplantation for Patients with Limbal Stem Cell Deficiency.,2023,Ophthalmology,10.1016/j.ophtha.2023.01.016,A3_epithelium_limbus,1,,,,,
PUBMED_0631,36769200,Cytoprotective Effects of Human Platelet Lysate during the Xeno-Free Culture of Human Donor Corneas.,2023,International journal of molecular sciences,10.3390/ijms24032882,C4_endothelium,1,,,,,
PUBMED_0632,36772078,Detection of Limbal Stem Cells Adhered to Melt Electrospun Silk Fibroin and Gelatin-Modified Polylactic Acid Scaffolds.,2023,Polymers,10.3390/polym15030777,A3_epithelium_limbus,1,,,,,
PUBMED_0633,36775872,Biomimetic Convex Implant for Corneal Regeneration Through 3D Printing.,2023,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202205878,D3_full_thickness_multilayer,1,,,,,
PUBMED_0634,36790821,Machine Learning Analysis of Postkeratoplasty Endothelial Cell Images for the Prediction of Future Graft Rejection.,2023,Translational vision science & technology,10.1167/tvst.12.2.22,C4_endothelium,1,,,,,
PUBMED_0635,36796013,New Endothelial Corneal Dystrophy in a Chinese Family.,2023,Cornea,10.1097/ICO.0000000000003209,C4_endothelium,1,,,,,
PUBMED_0636,36834965,Developmental Changes in Patterns of Distribution of Fibronectin and Tenascin-C in the Chicken Cornea: Evidence for Distinct and Independent Functions during Corneal Development and Morphogenesis.,2023,International journal of molecular sciences,10.3390/ijms24043555,B3_stroma,1,,,,,
PUBMED_0637,36844364,"A ""T.E.S.T."" hydrogel bioadhesive assisted by corneal cross-linking for in situ sutureless corneal repair.",2023,Bioactive materials,10.1016/j.bioactmat.2023.02.006,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0638,36852699,Engraftment and Proliferation of Thermoreversible-Gelation-Polymer-Encapsulated Human Corneal Limbal-Stem-Cells on Ocular Surface of a Cadaver Cornea.,2023,Current eye research,10.1080/02713683.2023.2180039,A3_epithelium_limbus,1,,,,,
PUBMED_0639,36871853,Animal model of corneal ectasia in rabbits by intrastromal injection of type II collagenase.,2023,Archivos de la Sociedad Espanola de Oftalmologia,10.1016/j.oftale.2023.03.005,B3_stroma,1,,,,,
PUBMED_0640,36888565,Long-term results of a new posterior chamber phakic intraocular lens in patients with high myopia: 5-year results.,2023,Journal of cataract and refractive surgery,10.1097/j.jcrs.0000000000001110,C4_endothelium,1,,,,,
PUBMED_0641,36908304,"Development of thermosensitive hydrogel of Amphotericin-B and Lactoferrin combination-loaded PLGA-PEG-PEI nanoparticles for potential eradication of ocular fungal infections: In-vitro, ex-vivo and in-vivo studies.",2023,International journal of pharmaceutics: X,10.1016/j.ijpx.2023.100174,A3_epithelium_limbus,1,,,,,
PUBMED_0642,36925678,Low-intensity low-frequency ultrasound mediates riboflavin delivery during corneal crosslinking.,2023,Bioengineering & translational medicine,10.1002/btm2.10442,B3_stroma,1,,,,,
PUBMED_0643,36961426,Preloaded DMEK With Endothelium Outward: A Multicenter Clinical Study Using DMEK Rapid Device.,2024,Cornea,10.1097/ICO.0000000000003274,C4_endothelium,1,,,,,
PUBMED_0644,36966818,Survivability of locally prepared versus imported Descemet membrane endothelial keratoplasty grafts in Edmonton.,2024,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie,10.1016/j.jcjo.2023.02.012,C4_endothelium,1,,,,,
PUBMED_0645,36967080,Collagen XII regulates stromal wound closure.,2023,Experimental eye research,10.1016/j.exer.2023.109456,B3_stroma,1,,,,,
PUBMED_0646,36989713,Successful restoration of corneal surface integrity with a tissue-engineered allogeneic implant in severe keratitis patients.,2023,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,10.1016/j.biopha.2023.114612,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0647,37014650,On the Mechanical Roles of Glycosaminoglycans in the Tensile Properties of Porcine Corneal Stroma.,2023,Investigative ophthalmology & visual science,10.1167/iovs.64.4.3,B3_stroma,1,,,,,
PUBMED_0648,37019117,Digital light processing-bioprinted poly-NAGA-GelMA-based hydrogel lenticule for precise refractive errors correction.,2023,Biofabrication,10.1088/1758-5090/accaab,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,,,,,
PUBMED_0649,37023465,In Vitro Profiling of the Extracellular Matrix and Integrins Expressed by Human Corneal Endothelial Cells Cultured on Silk Fibroin-Based Matrices.,2023,ACS biomaterials science & engineering,10.1021/acsbiomaterials.2c01566,C4_endothelium,1,,,,,
PUBMED_0650,37034263,Development of stromal differentiation patterns in heterotypical models of artificial corneas generated by tissue engineering.,2023,Frontiers in bioengineering and biotechnology,10.3389/fbioe.2023.1124995,A3_epithelium_limbus,1,,,,,
PUBMED_0651,37043981,Biaxial hyperelastic and anisotropic behaviors of the corneal anterior central stroma along the preferential fibril orientations. Part II: Quantitative computational analysis of mechanical response of stromal components.,2023,Journal of the mechanical behavior of biomedical materials,10.1016/j.jmbbm.2023.105802,B3_stroma,1,,,,,
PUBMED_0652,37056274,MiRNA 24-3p-rich exosomes functionalized DEGMA-modified hyaluronic acid hydrogels for corneal epithelial healing.,2023,Bioactive materials,10.1016/j.bioactmat.2022.07.011,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0653,37059215,Luteolin ameliorates cornea stromal collagen degradation and inflammatory damage in rats with corneal alkali burn.,2023,Experimental eye research,10.1016/j.exer.2023.109466,B3_stroma,1,,,,,
PUBMED_0654,37068490,Stiffness-dependent dynamic effect of inflammation on keratocyte phenotype and differentiation.,2023,"Biomedical materials (Bristol, England)",10.1088/1748-605X/accda9,B3_stroma,1,,,,,
PUBMED_0655,37068601,The role of KS GAGs in the microstructure of CXL-treated corneal stroma; a transmission electron microscopy study.,2023,Experimental eye research,10.1016/j.exer.2023.109476,B3_stroma,1,,,,,
PUBMED_0656,37074694,Mice Deficient in TAZ (Wwtr1) Demonstrate Clinical Features of Late-Onset Fuchs' Endothelial Corneal Dystrophy.,2023,Investigative ophthalmology & visual science,10.1167/iovs.64.4.22,C4_endothelium,1,,,,,
PUBMED_0657,37079319,Porcine Cornea Storage Ex Vivo Model as an Alternative to Human Donor Tissues for Investigations of Endothelial Layer Preservation.,2023,Translational vision science & technology,10.1167/tvst.12.4.24,C4_endothelium,1,,,,,
PUBMED_0658,37080483,The corneal fibroblast: The Dr. Jekyll underappreciated overseer of the responses to stromal injury.,2023,The ocular surface,10.1016/j.jtos.2023.04.012,B3_stroma,1,,,,,
PUBMED_0659,37095881,Management of Post-LASIK Ectasia.,2023,Materia socio-medica,10.5455/msm.2023.35.73-78,B3_stroma,1,,,,,
PUBMED_0660,37097204,Pax6-Induced Proliferation and Differentiation of Bone Marrow Mesenchymal Stem Cells Into Limbal Epithelial Stem Cells.,2023,Stem cells and development,10.1089/scd.2022.0249,A3_epithelium_limbus,1,,,,,
PUBMED_0661,37097884,ECM-Like Adhesive Hydrogel for the Regeneration of Large Corneal Stromal Defects.,2023,Advanced healthcare materials,10.1002/adhm.202300192,B3_stroma,1,,,,,
PUBMED_0662,37106666,The Corneal Ectasia Model of Rabbit: A Validity and Stability Study.,2023,"Bioengineering (Basel, Switzerland)",10.3390/bioengineering10040479,B3_stroma,1,,,,,
PUBMED_0663,37126648,Collagen Gels Crosslinked by Photoactivation of Riboflavin for the Repair and Regeneration of Corneal Defects.,2023,ACS applied bio materials,10.1021/acsabm.3c00015,A3_epithelium_limbus;D3_full_thickness_multilayer,2,,,,,
PUBMED_0664,37146636,Different Course of Immune Reactions and Endothelial Cell Loss after Penetrating Low-Risk Keratoplasty and Descemet Membrane Endothelial Keratoplasty for Fuchs Endothelial Dystrophy.,2024,Klinische Monatsblatter fur Augenheilkunde,10.1055/a-2052-6710,C4_endothelium,1,,,,,
PUBMED_0665,37163555,Early and late-onset cell migration from peripheral corneal endothelium.,2023,PloS one,10.1371/journal.pone.0285609,C4_endothelium,1,,,,,
PUBMED_0666,37167477,Effect of Simultaneous Endothelial Keratoplasty and Cataract Surgery: A Secondary Analysis of the Descemet Endothelial Thickness Comparison Trial.,2024,Cornea,10.1097/ICO.0000000000003306,C4_endothelium,1,,,,,
PUBMED_0667,37209968,Tenascins and osteopontin in biological response in cornea.,2023,The ocular surface,10.1016/j.jtos.2023.05.005,B3_stroma,1,,,,,
PUBMED_0668,37237859,In-Situ Thermoresponsive Hydrogel Containing Resveratrol-Loaded Nanoparticles as a Localized Drug Delivery Platform for Dry Eye Disease.,2023,"Antioxidants (Basel, Switzerland)",10.3390/antiox12050993,A3_epithelium_limbus,1,,,,,
PUBMED_0669,37268293,Manufacturing of human corneal endothelial grafts.,2023,The ocular surface,10.1016/j.jtos.2023.05.004,C4_endothelium,1,,,,,
PUBMED_0670,37271309,"The impact of UV cross-linking on corneal stromal cell migration, differentiation and patterning.",2023,Experimental eye research,10.1016/j.exer.2023.109523,B3_stroma,1,,,,,
PUBMED_0671,37273984,Personalized 3D-printed amniotic fornical ring for ocular surface reconstruction.,2023,International journal of bioprinting,10.18063/ijb.713,A3_epithelium_limbus,1,,,,,
PUBMED_0672,37273996,3D bioprinting as a prospective therapeutic strategy for corneal limbal epithelial stem cell deficiency.,2023,International journal of bioprinting,10.18063/ijb.710,A3_epithelium_limbus;D3_full_thickness_multilayer,2,,,,,
PUBMED_0673,37282673,26 Development of human amniotic membrane products for regenerative medicine applications.,2022,BMJ open ophthalmology,10.1136/bmjophth-2022-EEBA.26,A3_epithelium_limbus,1,,,,,
PUBMED_0674,37282676,21 Denuded descemet's membrane as potential tool to support human embryonic stem cell derived retinal pigment epithelial cells culture.,2022,BMJ open ophthalmology,10.1136/bmjophth-2022-EEBA.21,A3_epithelium_limbus;C4_endothelium,2,,,,,
PUBMED_0675,37282677,32 Corneal guttae after descemet membrane endothelial keratoplasty (DMEK).,2022,BMJ open ophthalmology,10.1136/bmjophth-2022-EEBA.32,C4_endothelium,1,,,,,
PUBMED_0676,37282694,22 Renewal of conjunctival epithelium over amniotic membrane to perform autologous simple conjunctival epithelial transplantation (SCET): in vitro validation and results of clinical application for primary pterygium.,2022,BMJ open ophthalmology,10.1136/bmjophth-2022-EEBA.22,A3_epithelium_limbus,1,,,,,
PUBMED_0677,37282697,24 Effect of graft preparation techniques on clinical outcomes after Descemet membrane endothelial keratoplasty (DMEK).,2022,BMJ open ophthalmology,10.1136/bmjophth-2022-EEBA.24,C4_endothelium,1,,,,,
PUBMED_0678,37290822,Visual function after ultrathin Descemet's stripping automated endothelial keratoplasty or Descemet's membrane endothelial keratoplasty combined with cataract surgery: a randomised controlled clinical trial.,2024,The British journal of ophthalmology,10.1136/bjo-2023-323304,C4_endothelium,1,,,,,
PUBMED_0679,37296649,Corneal Edema in Inducible Slc4a11 Knockout Is Initiated by Mitochondrial Superoxide Induced Src Kinase Activation.,2023,Cells,10.3390/cells12111528,C4_endothelium,1,,,,,
PUBMED_0680,37335898,Birefringence analysis of collagen supraorganization in cat corneas with tropical keratopathy.,2023,Veterinary ophthalmology,10.1111/vop.13124,B3_stroma,1,,,,,
PUBMED_0681,37376106,Phosphorylcholine and KR12-Containing Corneal Implants in HSV-1-Infected Rabbit Corneas.,2023,Pharmaceutics,10.3390/pharmaceutics15061658,B3_stroma,1,,,,,
PUBMED_0682,37386384,The new future perspective in corneal tissue utilisation - methods of preparation and preservation.,2023,BMC ophthalmology,10.1186/s12886-023-03048-3,B3_stroma,1,,,,,
PUBMED_0683,37393064,Transforming growth factor beta receptor 2 (Tgfbr2) deficiency in keratocytes results in corneal ectasia.,2023,The ocular surface,10.1016/j.jtos.2023.06.014,B3_stroma,1,,,,,
PUBMED_0684,37401723,Introducing Dynamicity: Engineering Stress Relaxation Into Hydrogels Via Thiol-Ene Modified Alginate for Mechanobiological in vitro Modeling of the Cornea.,2024,Macromolecular bioscience,10.1002/mabi.202300109,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_0685,37435912,"An Injectable, Shape-Retaining Collagen Hydrogel Cross-linked Using Thiol-Maleimide Click Chemistry for Sealing Corneal Perforations.",2023,ACS applied materials & interfaces,10.1021/acsami.3c03963,A3_epithelium_limbus,1,,,,,
PUBMED_0686,37443325,Growth factors and mechano-regulated reciprocal crosstalk with extracellular matrix tune the keratocyte-fibroblast/myofibroblast transition.,2023,Scientific reports,10.1038/s41598-023-37776-9,B3_stroma,1,,,,,
PUBMED_0687,37454921,The relationship between keratan sulfate glycosaminoglycan density and mechanical stiffening of CXL treatment.,2023,Experimental eye research,10.1016/j.exer.2023.109570,B3_stroma,1,,,,,
PUBMED_0688,37456580,"A suture-free, shape self-adaptive and bioactive PEG-Lysozyme implant for Corneal stroma defect repair and rapid vision restoration.",2023,Bioactive materials,10.1016/j.bioactmat.2023.05.008,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0689,37463127,4D Bioprinting via Molecular Network Contraction for Membranous Tissue Fabrication.,2023,Advanced healthcare materials,10.1002/adhm.202300642,D3_full_thickness_multilayer,1,,,,,
PUBMED_0690,37476050,Decellularized squid mantle scaffolds as tissue-engineered corneal stroma for promoting corneal regeneration.,2023,Bioengineering & translational medicine,10.1002/btm2.10531,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0691,37477184,Structure and properties of the acellular porcine cornea irradiated with electron beam and its in-situ implantation.,2023,"Journal of biomedical materials research. Part B, Applied biomaterials",10.1002/jbm.b.35301,A3_epithelium_limbus,1,,,,,
PUBMED_0692,37484136,Late central graft detachment due to double endothelial layer after repeat Descemet membrane endothelial keratoplasty.,2023,American journal of ophthalmology case reports,10.1016/j.ajoc.2023.101883,C4_endothelium,1,,,,,
PUBMED_0693,37486313,Endothelial loss following postoperative intracameral triamcinolone acetonide and subconjunctival dexamethasone injections.,2023,Cutaneous and ocular toxicology,10.1080/15569527.2023.2239897,C4_endothelium,1,,,,,
PUBMED_0694,37486330,Plasma fibrin membranes loaded with bone marrow mesenchymal stem cells and corneal epithelial cells promote corneal injury healing via attenuating inflammation and fibrosis after corneal burns.,2023,Biomaterials science,10.1039/d3bm00713h,A3_epithelium_limbus,1,,,,,
PUBMED_0695,37504855,Properties of Dual-Crosslinked Collagen-Based Membranes as Corneal Repair Material.,2023,Journal of functional biomaterials,10.3390/jfb14070360,B3_stroma,1,,,,,
PUBMED_0696,37511012,Preparation and Characterization of a Photo-Crosslinked Methacryloyl-Collagen Composite Film to Promote Corneal Nerve Regeneration via Surface Grafting of Taurine Molecules.,2023,International journal of molecular sciences,10.3390/ijms241411248,A3_epithelium_limbus,1,,,,,
PUBMED_0697,37528478,Ex vivo cultivated retinal pigment epithelial cell transplantation for the treatment of rabbit corneal endothelial dysfunction.,2023,"Eye and vision (London, England)",10.1186/s40662-023-00351-4,C4_endothelium,1,,,,,
PUBMED_0698,37532233,Developing a Novel Platelet-Rich Plasma-Laden Bioadhesive Hydrogel Contact Lens for the Treatment of Ocular Surface Chemical Injuries.,2023,Macromolecular bioscience,10.1002/mabi.202300204,A3_epithelium_limbus,1,,,,,
PUBMED_0699,37539164,A composite hydrogel membrane with shape and water retention for corneal tissue engineering.,2023,Heliyon,10.1016/j.heliyon.2023.e17950,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_0700,37555081,3D bioprinting of corneal decellularized extracellular matrix: GelMA composite hydrogel for corneal stroma engineering.,2023,International journal of bioprinting,10.18063/ijb.774,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,,,,,
