screening_id,pmid,title,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes
PUBMED_0312,32671296,Management of Upside-Down Descemet Membrane Endothelial Keratoplasty: A Case Series.,2020,Journal of current ophthalmology,10.4103/JOCO.JOCO_102_20,C4_endothelium,1,,,,,
PUBMED_0313,32702529,Natural cross-linker-stabilized acellular porcine corneal stroma for lamellar keratoplasty.,2020,Acta biomaterialia,10.1016/j.actbio.2020.07.035,B3_stroma,1,,,,,
PUBMED_0314,32710961,Tissue engineered corneal epithelium derived from clinical-grade human embryonic stem cells.,2020,The ocular surface,10.1016/j.jtos.2020.07.009,A3_epithelium_limbus,1,,,,,
PUBMED_0315,32721020,Energy Shortage in Human and Mouse Models of SLC4A11-Associated Corneal Endothelial Dystrophies.,2020,Investigative ophthalmology & visual science,10.1167/iovs.61.8.39,C4_endothelium,1,,,,,
PUBMED_0316,32740005,"Heads-up Descemet Membrane Endothelial Keratoplasty Surgery: Feasibility, Surgical Duration, Complication Rates, and Comparison With a Conventional Microscope.",2021,Cornea,10.1097/ICO.0000000000002419,C4_endothelium,1,,,,,
PUBMED_0317,32743953,Sustained Release of TPCA-1 from Silk Fibroin Hydrogels Preserves Keratocyte Phenotype and Promotes Corneal Regeneration by Inhibiting Interleukin-1β Signaling.,2020,Advanced healthcare materials,10.1002/adhm.202000591,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0318,32751471,Corneal UV Protective Effects of a Topical Antioxidant Formulation: A Pilot Study on In Vivo Rabbits.,2020,International journal of molecular sciences,10.3390/ijms21155426,B3_stroma,1,,,,,
PUBMED_0319,32769680,Use of Corneas From Septic Donors for Descemet Membrane Endothelial Keratoplasty.,2021,Cornea,10.1097/ICO.0000000000002443,C4_endothelium,1,,,,,
PUBMED_0320,32781567,Poly(ε-caprolactone) Titanium Dioxide and Cefuroxime Antimicrobial Scaffolds for Cultivation of Human Limbal Stem Cells.,2020,Polymers,10.3390/polym12081758,A3_epithelium_limbus,1,,,,,
PUBMED_0321,32796881,Recapitulation of normal collagen architecture in embryonic wounded corneas.,2020,Scientific reports,10.1038/s41598-020-70658-y,B3_stroma,1,,,,,
PUBMED_0322,32805263,Tissue engineered ultra-thin descemet stripping corneal endothelial layers using porcine cornea and stem cells.,2020,Experimental eye research,10.1016/j.exer.2020.108192,C4_endothelium,1,,,,,
PUBMED_0323,32806330,Epithelial basement membrane of human decellularized cornea as a suitable substrate for differentiation of embryonic stem cells into corneal epithelial-like cells.,2020,"Materials science & engineering. C, Materials for biological applications",10.1016/j.msec.2020.111215,A3_epithelium_limbus,1,,,,,
PUBMED_0324,32809519,Salzmann Nodular Corneal Degeneration.,2026,,,B3_stroma,1,,,,,
PUBMED_0325,32816807,The Cologne rebubbling study: a reappraisal of 624 rebubblings after Descemet membrane endothelial keratoplasty.,2021,The British journal of ophthalmology,10.1136/bjophthalmol-2020-316478,C4_endothelium,1,,,,,
PUBMED_0326,32821518,Intrastromal Injection of Hyaluronidase Alters the Structural and Biomechanical Properties of the Corneal Stroma.,2020,Translational vision science & technology,10.1167/tvst.9.6.21,B3_stroma,1,,,,,
PUBMED_0327,32829179,USP10 Targeted Self-Deliverable siRNA to Prevent Scarring in the Cornea.,2020,Molecular therapy. Nucleic acids,10.1016/j.omtn.2020.07.032,B3_stroma,1,,,,,
PUBMED_0328,32840522,Ciprofloxacin-loaded bioadhesive hydrogels for ocular applications.,2020,Biomaterials science,10.1039/d0bm00935k,A3_epithelium_limbus,1,,,,,
PUBMED_0329,32841745,Decellularized porcine cornea-derived hydrogels for the regeneration of epithelium and stroma in focal corneal defects.,2020,The ocular surface,10.1016/j.jtos.2020.07.020,A3_epithelium_limbus;B3_stroma;C4_endothelium,3,,,,,
PUBMED_0330,32845370,Descemet membrane endothelial keratoplasty (DMEK): clinical results of precut versus surgeon-cut grafts.,2021,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,10.1007/s00417-020-04901-7,C4_endothelium,1,,,,,
PUBMED_0331,32879903,Pseudophakic corneal donor tissue in Descemet membrane endothelial keratoplasty (DMEK): implications for cornea banks and surgeons.,2020,BMJ open ophthalmology,10.1136/bmjophth-2020-000524,C4_endothelium,1,,,,,
PUBMED_0332,32880043,Descemet stripping and automated endothelial keratoplasty (DSAEK) versus non-Descemet stripping and automated endothelial keratoplasty (nDSAEK) for bullous keratopathy.,2020,Japanese journal of ophthalmology,10.1007/s10384-020-00767-8,C4_endothelium,1,,,,,
PUBMED_0333,32914554,Synthetic media for preservation of corneal tissues deemed for endothelial keratoplasty and endothelial cell culture.,2021,Acta ophthalmologica,10.1111/aos.14583,C4_endothelium,1,,,,,
PUBMED_0334,32923740,Long-term clinical outcomes after Descemet Membrane Endothelial Keratoplasty (DMEK) in Irido-Corneal Endothelial Syndrome.,2020,American journal of ophthalmology case reports,10.1016/j.ajoc.2020.100894,C4_endothelium,1,,,,,
PUBMED_0335,32932393,Effect of Scleral Lens Oxygen Permeability on Corneal Physiology.,2020,Optometry and vision science : official publication of the American Academy of Optometry,10.1097/OPX.0000000000001557,B3_stroma,1,,,,,
PUBMED_0336,32944818,Descemet membrane endothelial keratoplasty for corneal decompensation caused by a phakic anterior chamber intraocular lens implantation.,2020,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,10.1007/s00417-020-04928-w,C4_endothelium,1,,,,,
PUBMED_0337,32947400,Descemet Membrane Endothelial Keratoplasty in Children.,2021,Cornea,10.1097/ICO.0000000000002540,C4_endothelium,1,,,,,
PUBMED_0338,32965936,Corneal Endothelial Transplantation.,2026,,,C4_endothelium,1,,,,,
PUBMED_0339,32965942,Collagen Cross Linking for Keratoconus.,2026,,,B3_stroma,1,,,,,
PUBMED_0340,32979396,A novel transgenic mouse model for corneal scar visualization.,2020,Experimental eye research,10.1016/j.exer.2020.108270,B3_stroma,1,,,,,
PUBMED_0341,32987082,Comparison of morphological changes of corneal collagen fibers treated with collagen crosslinking agents using second harmonic generation images.,2020,International journal of biological macromolecules,10.1016/j.ijbiomac.2020.09.147,B3_stroma,1,,,,,
PUBMED_0342,33000763,Ultra-stiff compressed collagen for corneal perforation patch graft realized by in situ photochemical crosslinking.,2020,Biofabrication,10.1088/1758-5090/abb52a,D3_full_thickness_multilayer,1,,,,,
PUBMED_0343,33026526,[DMEK in complicated cases of bullous keratopathy after multiple intraocular surgeries].,2021,Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft,10.1007/s00347-020-01240-0,C4_endothelium,1,,,,,
PUBMED_0344,33028837,In situ-forming collagen hydrogel crosslinked via multi-functional PEG as a matrix therapy for corneal defects.,2020,Scientific reports,10.1038/s41598-020-72978-5,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0345,33033763,Collagen-based scaffolds with infused anti-VEGF release system as potential cornea substitute for high-risk keratoplasty: A preliminary in vitro evaluation.,2020,Heliyon,10.1016/j.heliyon.2020.e05105,A3_epithelium_limbus,1,,,,,
PUBMED_0346,33037282,A porous collagen-based hydrogel and implantation method for corneal stromal regeneration and sustained local drug delivery.,2020,Scientific reports,10.1038/s41598-020-73730-9,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0347,33044374,Intrastromal Descemet Membrane Transplantation as a Potential Alternative to Bowman Layer Inlays in Eyes With Advanced Keratoconus.,2021,Eye & contact lens,10.1097/ICL.0000000000000749,C4_endothelium,1,,,,,
PUBMED_0348,33063960,[One-piece mushroom keratoplasty outcomes].,2020,Vestnik oftalmologii,10.17116/oftalma2020136052170,C4_endothelium,1,,,,,
PUBMED_0349,33072921,Experimental design of a culture approach for corneal endothelial cells of New Zealand white rabbit.,2020,Heliyon,10.1016/j.heliyon.2020.e05178,C4_endothelium,1,,,,,
PUBMED_0350,33090421,Gelatin methacryloyl hydrogel eye pad loaded with amniotic extract prevents symblepharon in rabbit eyes.,2020,European review for medical and pharmacological sciences,10.26355/eurrev_202010_23233,A3_epithelium_limbus,1,,,,,
PUBMED_0351,33120629,Two-year clinical outcome after Descemet membrane endothelial keratoplasty using a standardized protocol.,2020,Indian journal of ophthalmology,10.4103/ijo.IJO_2364_19,C4_endothelium,1,,,,,
PUBMED_0352,33124201,Three-quarter DMEK in eyes with glaucoma draining devices to avoid secondary graft failure.,2021,Acta ophthalmologica,10.1111/aos.14645,C4_endothelium,1,,,,,
PUBMED_0353,33145281,Reconstruction of the ocular surface by autologous transplantation of rabbit adipose tissue-derived stem cells on amniotic membrane.,2020,Annals of translational medicine,10.21037/atm-20-4368,A3_epithelium_limbus,1,,,,,
PUBMED_0354,33156081,Long-term Results of a Combined Procedure of Cataract Surgery and Descemet Membrane Endothelial Keratoplasty With Stromal Rim.,2021,Cornea,10.1097/ICO.0000000000002574,C4_endothelium,1,,,,,
PUBMED_0355,33174770,Biomimetic bone-like composites as osteo-odonto-keratoprosthesis skirt substitutes.,2021,Journal of biomaterials applications,10.1177/0885328220972219,B3_stroma,1,,,,,
PUBMED_0356,33199775,The architecture of corneal stromal striae on optical coherence tomography and histology in an animal model and in humans.,2020,Scientific reports,10.1038/s41598-020-76963-w,B3_stroma,1,,,,,
PUBMED_0357,33202433,Scrolling of the Donor Cornea in Dependence of Temperature and Osmolarity for Descemet Membrane Endothelial Keratoplasty.,2022,Klinische Monatsblatter fur Augenheilkunde,10.1055/a-1227-4748,C4_endothelium,1,,,,,
PUBMED_0358,33205604,Opening the Soul Window Manually: Limbal Tissue Scaffolds with Electrospun Polycaprolactone/Gelatin Nanocomposites.,2021,Macromolecular bioscience,10.1002/mabi.202000300,A3_epithelium_limbus,1,,,,,
PUBMED_0359,33210832,Transplantation of human corneal limbal epithelial cell sheet harvested on synthesized carboxymethyl cellulose and dopamine in a limbal stem cell deficiency.,2021,Journal of tissue engineering and regenerative medicine,10.1002/term.3159,A3_epithelium_limbus,1,,,,,
PUBMED_0360,33220237,Differential effects of Hsp90 inhibition on corneal cells in vitro and in vivo.,2021,Experimental eye research,10.1016/j.exer.2020.108362,A3_epithelium_limbus,1,,,,,
PUBMED_0361,33252385,Descemet Membrane Endothelial Keratoplasty in Vascularized Eyes: Outcome and Effect on Corneal Neovascularization.,2021,Cornea,10.1097/ICO.0000000000002502,C4_endothelium,1,,,,,
PUBMED_0362,33259606,Collagen Remodeling Plays a Pivotal Role in Endothelial Corneal Dystrophies.,2020,Investigative ophthalmology & visual science,10.1167/iovs.61.14.1,C4_endothelium,1,,,,,
PUBMED_0363,33260686,Surgical Outcome of Refixation versus Exchange of Dislocated Intraocular Lens: A Retrospective Cohort Study.,2020,Journal of clinical medicine,10.3390/jcm9123868,C4_endothelium,1,,,,,
PUBMED_0364,33273801,Role of inhibitor of differentiation 3 gene in cellular differentiation of human corneal stromal fibroblasts.,2020,Molecular vision,,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_0365,33288782,Deciphering the mechanoresponsive role of β-catenin in keratoconus epithelium.,2020,Scientific reports,10.1038/s41598-020-77138-3,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0366,33290318,Descemet Membrane Endothelial Keratoplasty Using a Pull-Through Technique With Novel Infusion Forceps.,2021,Cornea,10.1097/ICO.0000000000002558,C4_endothelium,1,,,,,
PUBMED_0367,33292650,The anti-scarring effect of corneal stromal stem cell therapy is mediated by transforming growth factor β3.,2020,"Eye and vision (London, England)",10.1186/s40662-020-00217-z,B3_stroma,1,,,,,
PUBMED_0368,33316261,Potential Functional Restoration of Corneal Endothelial Cells in Fuchs Endothelial Corneal Dystrophy by ROCK Inhibitor (Ripasudil).,2021,American journal of ophthalmology,10.1016/j.ajo.2020.12.006,C4_endothelium,1,,,,,
PUBMED_0369,33322945,Effect of Intracameral Cefuroxime on Graft Endothelial Cells in Descemet Membrane Endothelial Keratoplasty: A Comparative Study.,2021,Current eye research,10.1080/02713683.2020.1858487,C4_endothelium,1,,,,,
PUBMED_0370,33332900,A Novel Marking Technique for Descemet Membrane Endothelial Graft Using an Ophthalmic Viscoelastic Device.,2021,Cornea,10.1097/ICO.0000000000002614,C4_endothelium,1,,,,,
PUBMED_0371,33348815,Fabrication and Biocompatibility of Electroconductive Silk Fibroin/PEDOT: PSS Composites for Corneal Epithelial Regeneration.,2020,Polymers,10.3390/polym12123028,A3_epithelium_limbus,1,,,,,
PUBMED_0372,33398508,Comparison of the effects of femtosecond laser energy on corneal endothelium at two different dissection levels in femtosecond laser-assisted deep anterior lamellar keratoplasty for keratoconus.,2021,International ophthalmology,10.1007/s10792-020-01669-x,C4_endothelium,1,,,,,
PUBMED_0373,33405862,"Modulation of Macrophage Phenotype, Maturation, and Graft Integration through Chondroitin Sulfate Cross-Linking to Decellularized Cornea.",2019,ACS biomaterials science & engineering,10.1021/acsbiomaterials.8b00251,D3_full_thickness_multilayer,1,,,,,
PUBMED_0374,33432993,Risk Evaluation of Human Corneal Stromal Lenticules From SMILE for Reuse.,2021,"Journal of refractive surgery (Thorofare, N.J. : 1995)",10.3928/1081597X-20201030-03,B3_stroma,1,,,,,
PUBMED_0375,33438666,Piezoelectric 3D bioprinting for ophthalmological applications: process development and viability analysis of the technology.,2020,Biomedical physics & engineering express,10.1088/2057-1976/ab7bf9,D3_full_thickness_multilayer,1,,,,,
PUBMED_0376,33442494,"Development of a Platelet Lysate-Based Printable, Transparent Biomaterial With Regenerative Potential for Epithelial Corneal Injuries.",2020,Translational vision science & technology,10.1167/tvst.9.13.40,D3_full_thickness_multilayer,1,,,,,
PUBMED_0377,33442495,Sputter Deposition of Titanium on Poly(Methyl Methacrylate) Enhances Corneal Biocompatibility.,2020,Translational vision science & technology,10.1167/tvst.9.13.41,B3_stroma,1,,,,,
PUBMED_0378,33448665,Bioinspired hydrogel surfaces to augment corneal endothelial cell monolayer formation.,2021,Journal of tissue engineering and regenerative medicine,10.1002/term.3173,C4_endothelium,1,,,,,
PUBMED_0379,33448808,"Ultrathin, Strong, and Cell-Adhesive Agarose-Based Membranes Engineered as Substrates for Corneal Endothelial Cells.",2019,ACS biomaterials science & engineering,10.1021/acsbiomaterials.9b00610,C4_endothelium,1,,,,,
PUBMED_0380,33455266,Regulation of Keratocyte Phenotype and Cell Behavior by Substrate Stiffness.,2020,ACS biomaterials science & engineering,10.1021/acsbiomaterials.0c00510,B3_stroma,1,,,,,
PUBMED_0381,33463211,Hybrid Cornea: Cell Laden Hydrogel Incorporated Decellularized Matrix.,2020,ACS biomaterials science & engineering,10.1021/acsbiomaterials.9b01286,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_0382,33463278,Fish-Scale Collagen Membrane Seeded with Corneal Endothelial Cells as Alternative Graft for Endothelial Keratoplasty Transplantation.,2020,ACS biomaterials science & engineering,10.1021/acsbiomaterials.9b00562,C4_endothelium,1,,,,,
PUBMED_0383,33497690,Study on patterned photodynamic cross-linking for keratoconus.,2021,Experimental eye research,10.1016/j.exer.2021.108450,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_0384,33499155,Visual Quality and Subjective Satisfaction in Ultrathin Descemet Stripping Automated Endothelial Keratoplasty (UT-DSAEK) versus Descemet Membrane Endothelial Keratoplasty (DMEK): A Fellow-Eye Comparison.,2021,Journal of clinical medicine,10.3390/jcm10030419,C4_endothelium,1,,,,,
PUBMED_0385,33530972,Biobanked human foreskin epithelial cell sheets reduce inflammation and promote wound healing in a nude mouse model.,2021,BMC biotechnology,10.1186/s12896-021-00672-z,A3_epithelium_limbus,1,,,,,
PUBMED_0386,33538123,Cell sheet technology: Influence of culture conditions on in vitro-cultivated corneal stromal tissue for regenerative therapies of the ocular surface.,2021,"Journal of biomedical materials research. Part B, Applied biomaterials",10.1002/jbm.b.34808,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_0387,33542377,A decellularized human corneal scaffold for anterior corneal surface reconstruction.,2021,Scientific reports,10.1038/s41598-021-82678-3,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0388,33545838,Construction of bioengineered corneal stromal implants using an allogeneic cornea-derived matrix.,2021,"Materials science & engineering. C, Materials for biological applications",10.1016/j.msec.2020.111673,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0389,33545871,Electrospun GelMA fibers and p(HEMA) matrix composite for corneal tissue engineering.,2021,"Materials science & engineering. C, Materials for biological applications",10.1016/j.msec.2020.111720,B3_stroma,1,,,,,
PUBMED_0390,33545886,Transparent silk/gelatin methacrylate (GelMA) fibrillar film for corneal regeneration.,2021,"Materials science & engineering. C, Materials for biological applications",10.1016/j.msec.2020.111744,B3_stroma,1,,,,,
PUBMED_0391,33577698,Phacoemulsification After Descemet Membrane Endothelial Keratoplasty: Incidence and Influence on Endothelial Cell Density.,2021,"Journal of refractive surgery (Thorofare, N.J. : 1995)",10.3928/1081597X-20201208-01,C4_endothelium,1,,,,,
PUBMED_0392,33586332,Limbal Stem Cells on Bacterial Nanocellulose Carriers for Ocular Surface Regeneration.,2021,"Small (Weinheim an der Bergstrasse, Germany)",10.1002/smll.202003937,A3_epithelium_limbus;D3_full_thickness_multilayer,2,,,,,
PUBMED_0393,33591032,Corneal Stromal Regeneration Therapy for Advanced Keratoconus: Long-term Outcomes at 3 Years.,2021,Cornea,10.1097/ICO.0000000000002646,B3_stroma,1,,,,,
PUBMED_0394,33597192,Rebubbling and graft failure in Descemet membrane endothelial keratoplasty: a prospective Dutch registry study.,2023,The British journal of ophthalmology,10.1136/bjophthalmol-2020-317041,C4_endothelium,1,,,,,
PUBMED_0395,33603277,Simultaneous Interpenetrating Polymer Network of Collagen and Hyaluronic Acid as an In Situ-Forming Corneal Defect Filler.,2020,Chemistry of materials : a publication of the American Chemical Society,10.1021/acs.chemmater.0c01307,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0396,33613150,3D Bioprinting using UNIversal Orthogonal Network (UNION) Bioinks.,2021,Advanced functional materials,10.1002/adfm.202007983,D3_full_thickness_multilayer,1,,,,,
PUBMED_0397,33652583,Nano-Scale Stiffness and Collagen Fibril Deterioration: Probing the Cornea Following Enzymatic Degradation Using Peakforce-QNM AFM.,2021,"Sensors (Basel, Switzerland)",10.3390/s21051629,B3_stroma,1,,,,,
PUBMED_0398,33659091,Quantitative measurement of mechanical properties in wound healing processes in a corneal stroma model by using vibrational optical coherence elastography (OCE).,2021,Biomedical optics express,10.1364/BOE.404096,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_0399,33659413,Isolation and ex vivo Expansion of Human Limbal Epithelial Progenitor Cells.,2020,Bio-protocol,10.21769/BioProtoc.3754,A3_epithelium_limbus,1,,,,,
PUBMED_0400,33676990,Gelatine-based drug-eluting bandage contact lenses: Effect of PEGDA concentration and manufacturing technique.,2021,International journal of pharmaceutics,10.1016/j.ijpharm.2021.120452,D3_full_thickness_multilayer,1,,,,,
